p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
1.7182906796164605e-228,0.4960321731247168,0.647,0.711,6.289115716464207e-224,0,UBA52
1.4091264244691875e-186,0.3817966861233555,0.694,0.768,5.1575436261996734e-182,0,PFDN5
3.7433472292101623e-172,0.9304962821199412,0.345,0.306,1.3701025193632114e-167,0,SRSF7
9.188854209334832e-167,0.8149674112092491,0.256,0.192,3.3632125291586417e-162,0,ZNF331
7.455882696019211e-162,0.8536654247610738,0.331,0.29,2.7289276255699913e-157,0,RHOG
1.2783103127038485e-158,1.0525082203083178,0.315,0.276,4.6787435755273556e-154,0,JUND
2.8882308996080555e-154,0.9394177791749072,0.252,0.196,1.0571213915655445e-149,0,TSPYL2
1.022693233665941e-153,0.4713274395167031,0.616,0.687,3.7431595045407107e-149,0,RPL36A
7.437813316571945e-145,0.8440193132455647,0.367,0.353,2.7223140519984975e-140,0,RPS29
2.776369192629352e-144,0.8820384389439815,0.326,0.297,1.0161788881942692e-139,0,LDHB
